post_id,user_id,content_type,text_length,hashtag_count,hashtags,likes,shares,comments,post_time,hour_of_day,day_of_week,follower_count,is_verified,engagement_rate,sentiment_score,sentiment_label
POST_019334,user_01076,image,560,2,#photography|#tech,127,15,2,2025-04-10 11:59:03,11,Thursday,5489,False,0.0262,0.838,positive
POST_019335,user_02996,image,230,0,,8,1,0,2025-04-20 11:59:03,11,Sunday,334,False,0.0269,0.708,positive
POST_019336,user_01236,video,770,0,,11,5,0,2025-04-11 11:59:03,11,Friday,151,False,0.106,0.73,positive
POST_019337,user_01154,video,560,2,#news|#fitness,6,0,0,2025-09-08 11:59:03,11,Monday,429,False,0.014,0.673,positive
POST_019338,user_03182,text,670,1,#news,0,0,0,2025-06-05 11:59:03,11,Thursday,2,False,0.0,0.913,positive
POST_019339,user_03074,image,160,1,#tech,1,0,0,2025-04-10 11:59:03,11,Thursday,71,False,0.0141,0.825,positive
POST_019340,user_00027,text,490,1,#travel,1,0,0,2025-08-08 11:59:03,11,Friday,94,False,0.0106,0.967,positive
POST_019341,user_01792,text,420,2,#art|#sports,3,0,0,2025-07-05 11:59:03,11,Saturday,103,False,0.0291,0.699,positive
POST_019342,user_03456,link,60,3,#life|#travel|#photography,1,0,0,2025-06-30 11:59:03,11,Monday,153,False,0.0065,0.759,positive
POST_019343,user_02928,text,650,2,#nature|#tech,3,0,0,2025-09-15 11:59:03,11,Monday,327,False,0.0092,0.829,positive
POST_019344,user_00090,video,220,0,,31,9,2,2025-07-28 11:59:03,11,Monday,963,False,0.0436,0.6,positive
POST_019345,user_03600,text,150,1,#tech,0,0,0,2025-04-17 11:59:03,11,Thursday,68,False,0.0,0.613,positive
POST_019346,user_01949,image,290,3,#fitness|#fashion|#photography,4,0,0,2025-06-08 11:59:03,11,Sunday,87,False,0.046,0.494,neutral
POST_019347,user_01743,video,40,3,#art|#life|#food,66,11,0,2025-08-23 11:59:03,11,Saturday,1953,True,0.0394,0.883,positive
POST_019348,user_01478,text,260,0,,0,0,0,2025-04-06 11:59:03,11,Sunday,41,False,0.0,0.615,positive
POST_019349,user_03845,text,1500,4,#sports|#nature|#music|#fitness,1,0,0,2025-08-17 11:59:03,11,Sunday,381,False,0.0026,0.345,negative
POST_019350,user_01416,text,1300,1,#fun,4,0,0,2025-07-14 11:59:03,11,Monday,475,False,0.0084,0.854,positive
POST_019351,user_03283,link,830,0,,1,0,0,2025-09-19 11:59:03,11,Friday,19,False,0.0526,0.393,negative
POST_019352,user_02424,image,110,2,#nature|#fun,0,0,0,2025-06-15 11:59:03,11,Sunday,49,False,0.0,0.743,positive
POST_019353,user_00884,video,570,1,#gaming,3,0,0,2025-07-16 11:59:03,11,Wednesday,113,False,0.0265,0.714,positive
POST_019354,user_03473,link,250,1,#sports,1,0,0,2025-07-11 11:59:03,11,Friday,273,False,0.0037,0.765,positive
POST_019355,user_03893,video,360,1,#gaming,10,2,1,2025-09-06 11:59:03,11,Saturday,220,False,0.0591,0.569,neutral
POST_019356,user_01522,text,260,2,#fashion|#art,24,4,3,2025-05-17 11:59:03,11,Saturday,2755,False,0.0113,0.522,neutral
POST_019357,user_04307,link,430,1,#gaming,0,0,0,2025-07-01 11:59:03,11,Tuesday,1,False,0.0,0.334,negative
POST_019358,user_00238,image,30,5,#fun|#art|#fashion|#life|#photography,2,0,0,2025-06-01 11:59:03,11,Sunday,30,False,0.0667,0.697,positive
POST_019359,user_01474,video,440,0,,15,0,1,2025-06-17 11:59:03,11,Tuesday,442,False,0.0362,0.703,positive
POST_019360,user_01390,text,560,3,#food|#art|#travel,1,0,0,2025-04-24 11:59:03,11,Thursday,175,False,0.0057,0.883,positive
POST_019361,user_01885,link,680,4,#fitness|#food|#work|#fashion,1,0,0,2025-09-25 11:59:03,11,Thursday,47,False,0.0213,0.657,positive
POST_019362,user_02108,text,1230,1,#music,1,0,0,2025-09-20 11:59:03,11,Saturday,38,False,0.0263,0.812,positive
POST_019363,user_03875,image,490,2,#art|#gaming,1,0,0,2025-04-25 11:59:03,11,Friday,36,False,0.0278,0.862,positive
POST_019364,user_01555,link,220,2,#tech|#nature,8,1,0,2025-07-26 11:59:03,11,Saturday,444,False,0.0203,0.673,positive
POST_019365,user_02519,image,2660,0,,1,0,0,2025-05-23 11:59:03,11,Friday,46,False,0.0217,0.365,negative
POST_019366,user_01002,link,460,1,#travel,1,0,0,2025-08-01 11:59:03,11,Friday,42,False,0.0238,0.874,positive
POST_019367,user_02434,text,10,3,#gaming|#music|#food,2,0,0,2025-08-21 11:59:03,11,Thursday,40,False,0.05,0.937,positive
POST_019368,user_01370,link,70,0,,0,0,0,2025-04-18 11:59:03,11,Friday,3,False,0.0,0.947,positive
POST_019369,user_04254,text,250,3,#nature|#fashion|#work,1,0,0,2025-09-27 11:59:03,11,Saturday,116,False,0.0086,0.742,positive
POST_019370,user_02180,text,110,2,#food|#fitness,1,0,0,2025-04-13 11:59:03,11,Sunday,104,False,0.0096,0.652,positive
POST_019371,user_02020,text,560,0,,1,0,0,2025-07-04 11:59:03,11,Friday,40,False,0.025,0.783,positive
POST_019372,user_00630,text,20,3,#work|#photography|#news,1,0,0,2025-08-28 11:59:03,11,Thursday,88,False,0.0114,0.612,positive
POST_019373,user_00630,video,50,0,,2,0,0,2025-07-26 11:59:03,11,Saturday,88,False,0.0227,0.542,neutral
POST_019374,user_02399,text,270,0,,1,0,0,2025-06-09 11:59:03,11,Monday,45,False,0.0222,0.706,positive
POST_019375,user_04247,text,420,2,#sports|#tech,1,0,0,2025-08-10 11:59:03,11,Sunday,45,False,0.0222,0.731,positive
POST_019376,user_02798,text,1160,1,#tech,2,0,0,2025-07-07 11:59:03,11,Monday,153,False,0.0131,0.726,positive
POST_019377,user_04751,text,440,2,#tech|#food,64,3,4,2025-04-29 11:59:03,11,Tuesday,6669,False,0.0106,0.691,positive
POST_019378,user_00236,text,70,2,#fitness|#food,66,26,1,2025-08-19 11:59:03,11,Tuesday,6240,False,0.0149,0.838,positive
POST_019379,user_03537,image,40,2,#music|#food,2,0,0,2025-08-31 11:59:03,11,Sunday,75,False,0.0267,0.78,positive
POST_019380,user_01672,link,320,1,#fashion,0,0,0,2025-04-02 11:59:03,11,Wednesday,15,False,0.0,0.743,positive
POST_019381,user_02237,text,940,1,#gaming,0,0,0,2025-07-07 11:59:03,11,Monday,137,False,0.0,0.934,positive
POST_019382,user_04002,image,550,0,,61,4,0,2025-08-01 11:59:03,11,Friday,2526,False,0.0257,0.84,positive
POST_019383,user_04282,text,910,2,#photography|#fashion,0,0,0,2025-05-30 11:59:03,11,Friday,87,False,0.0,0.458,neutral
POST_019384,user_02141,link,270,2,#work|#fun,4,0,0,2025-06-25 11:59:03,11,Wednesday,364,False,0.011,0.698,positive
POST_019385,user_04569,text,200,0,,0,0,0,2025-09-11 11:59:03,11,Thursday,120,True,0.0,0.886,positive
POST_019386,user_04739,text,520,3,#sports|#life|#news,1,0,0,2025-04-27 11:59:03,11,Sunday,377,False,0.0027,0.787,positive
POST_019387,user_02249,image,30,1,#gaming,5,2,0,2025-04-25 11:59:03,11,Friday,237,False,0.0295,0.464,neutral
POST_019388,user_01693,image,420,3,#photography|#travel|#food,8,1,0,2025-08-01 11:59:03,11,Friday,335,False,0.0269,0.934,positive
POST_019389,user_00457,text,670,1,#travel,0,0,0,2025-05-13 11:59:03,11,Tuesday,42,False,0.0,0.598,neutral
POST_019390,user_00650,image,240,0,,1,0,0,2025-07-22 11:59:03,11,Tuesday,80,False,0.0125,0.862,positive
POST_019391,user_03355,image,450,1,#music,0,0,0,2025-07-27 11:59:03,11,Sunday,92,False,0.0,0.88,positive
POST_019392,user_01233,image,130,1,#travel,31,4,2,2025-07-20 11:59:03,11,Sunday,859,False,0.0431,0.847,positive
POST_019393,user_00428,video,790,1,#work,1,0,0,2025-08-24 11:59:03,11,Sunday,84,False,0.0119,0.494,neutral
POST_019394,user_00626,image,810,4,#travel|#gaming|#sports|#work,0,0,0,2025-06-02 11:59:03,11,Monday,22,False,0.0,0.611,positive
POST_019395,user_00018,video,40,0,,0,0,0,2025-09-27 11:59:03,11,Saturday,18,False,0.0,0.739,positive
POST_019396,user_01939,video,550,2,#life|#art,8,1,0,2025-08-30 11:59:03,11,Saturday,282,False,0.0319,0.644,positive
POST_019397,user_01910,text,20,2,#news|#tech,0,0,0,2025-09-15 11:59:03,11,Monday,47,False,0.0,0.624,positive
POST_019398,user_02811,video,240,1,#gaming,21,3,0,2025-08-26 11:59:03,11,Tuesday,286,False,0.0839,0.741,positive
POST_019399,user_01671,image,520,2,#fun|#art,0,0,0,2025-08-02 11:59:03,11,Saturday,75,False,0.0,0.824,positive
POST_019400,user_00992,image,110,1,#work,15,1,0,2025-05-02 11:59:03,11,Friday,487,False,0.0329,0.515,neutral
POST_019401,user_02933,image,970,0,,1,0,0,2025-04-19 11:59:03,11,Saturday,57,False,0.0175,0.655,positive
POST_019402,user_03363,text,160,3,#work|#art|#fashion,1,0,0,2025-08-28 11:59:03,11,Thursday,188,False,0.0053,0.733,positive
POST_019403,user_00436,video,680,1,#news,208,16,34,2025-04-01 11:59:03,11,Tuesday,5007,False,0.0515,0.7,positive
POST_019404,user_02984,video,420,2,#nature|#photography,14,1,0,2025-04-07 11:59:03,11,Monday,395,False,0.038,0.645,positive
POST_019405,user_01451,text,1260,1,#news,0,0,0,2025-07-17 11:59:03,11,Thursday,27,False,0.0,0.832,positive
POST_019406,user_04275,link,1240,1,#tech,0,0,0,2025-07-13 11:59:03,11,Sunday,60,False,0.0,0.872,positive
POST_019407,user_04914,text,630,2,#news|#food,0,0,0,2025-09-16 11:59:03,11,Tuesday,4,False,0.0,0.972,positive
POST_019408,user_00345,link,1210,3,#travel|#fun|#fashion,0,0,0,2025-05-10 11:59:03,11,Saturday,4,False,0.0,0.819,positive
POST_019409,user_04916,image,30,1,#tech,66,34,0,2025-09-24 11:59:03,11,Wednesday,2840,True,0.0352,0.651,positive
POST_019410,user_01975,image,100,3,#photography|#news|#fashion,11,1,0,2025-07-15 11:59:03,11,Tuesday,430,False,0.0279,0.759,positive
POST_019411,user_00406,text,200,0,,0,0,0,2025-05-08 11:59:03,11,Thursday,1,False,0.0,0.909,positive
POST_019412,user_03223,video,140,0,,1,0,0,2025-09-25 11:59:03,11,Thursday,8,False,0.125,0.9,positive
POST_019413,user_03624,image,510,1,#news,39,11,1,2025-06-08 11:59:03,11,Sunday,1260,False,0.0405,0.74,positive
POST_019414,user_04077,image,480,2,#sports|#music,1,0,0,2025-06-05 11:59:03,11,Thursday,31,False,0.0323,0.864,positive
POST_019415,user_00363,video,430,2,#gaming|#travel,11,1,0,2025-05-04 11:59:03,11,Sunday,254,False,0.0472,0.606,positive
POST_019416,user_03664,text,830,2,#art|#life,1,0,0,2025-07-20 11:59:03,11,Sunday,46,False,0.0217,0.834,positive
POST_019417,user_01020,video,580,1,#fun,2,0,0,2025-09-07 11:59:03,11,Sunday,8,False,0.25,0.744,positive
POST_019418,user_04789,video,570,0,,1,0,0,2025-07-11 11:59:03,11,Friday,14,False,0.0714,0.805,positive
POST_019419,user_03282,text,1270,2,#tech|#travel,1,0,0,2025-04-25 11:59:03,11,Friday,113,False,0.0088,0.557,neutral
POST_019420,user_01302,text,100,0,,1,0,0,2025-06-03 11:59:03,11,Tuesday,187,False,0.0053,0.837,positive
POST_019421,user_04706,text,440,2,#fitness|#art,0,0,0,2025-05-16 11:59:03,11,Friday,21,True,0.0,0.719,positive
POST_019422,user_01070,image,770,2,#tech|#music,2,0,0,2025-06-16 11:59:03,11,Monday,31,False,0.0645,0.766,positive
POST_019423,user_02587,text,970,1,#music,1,0,0,2025-05-24 11:59:03,11,Saturday,48,False,0.0208,0.655,positive
POST_019424,user_04279,image,160,0,,9,2,0,2025-08-06 11:59:03,11,Wednesday,230,False,0.0478,0.754,positive
POST_019425,user_04255,image,1790,1,#fun,4,0,0,2025-04-12 11:59:03,11,Saturday,60,False,0.0667,0.874,positive
POST_019426,user_00916,image,1040,1,#travel,1,0,0,2025-06-23 11:59:03,11,Monday,1,False,1.0,0.577,neutral
POST_019427,user_02989,image,1100,4,#gaming|#photography|#nature|#travel,0,0,0,2025-04-09 11:59:03,11,Wednesday,31,False,0.0,0.929,positive
POST_019428,user_02413,video,220,0,,0,0,0,2025-07-02 11:59:03,11,Wednesday,41,False,0.0,0.651,positive
POST_019429,user_00460,image,620,1,#work,0,0,0,2025-05-20 11:59:03,11,Tuesday,10,False,0.0,0.624,positive
POST_019430,user_02365,image,450,0,,15,1,1,2025-08-31 11:59:03,11,Sunday,516,False,0.0329,0.83,positive
POST_019431,user_01395,text,1340,2,#fitness|#nature,0,0,0,2025-09-21 11:59:03,11,Sunday,98,False,0.0,0.69,positive
POST_019432,user_00661,video,790,2,#food|#travel,0,0,0,2025-04-04 11:59:03,11,Friday,3,False,0.0,0.711,positive
POST_019433,user_04804,text,310,1,#art,0,0,0,2025-08-08 11:59:03,11,Friday,13,False,0.0,0.841,positive
POST_019434,user_02292,text,630,2,#fashion|#work,0,0,0,2025-09-08 11:59:03,11,Monday,1,False,0.0,0.825,positive
POST_019435,user_00274,video,2080,4,#fitness|#nature|#work|#fashion,0,0,0,2025-04-16 11:59:03,11,Wednesday,20,False,0.0,0.782,positive
POST_019436,user_04169,text,230,1,#travel,0,0,0,2025-06-27 11:59:03,11,Friday,292,False,0.0,0.901,positive
POST_019437,user_01216,image,30,0,,7,3,0,2025-04-10 11:59:03,11,Thursday,94,False,0.1064,0.905,positive
POST_019438,user_00529,text,1260,1,#work,0,0,0,2025-05-13 11:59:03,11,Tuesday,102,False,0.0,0.638,positive
POST_019439,user_01578,video,300,1,#tech,1,0,0,2025-04-11 11:59:03,11,Friday,7,False,0.1429,0.64,positive
POST_019440,user_03280,video,2560,1,#music,6,0,0,2025-07-22 11:59:03,11,Tuesday,150,False,0.04,0.88,positive
POST_019441,user_01940,text,1010,2,#sports|#work,5,1,0,2025-07-11 11:59:03,11,Friday,572,False,0.0105,0.883,positive
POST_019442,user_01350,image,1660,2,#art|#food,12,1,0,2025-04-11 11:59:03,11,Friday,611,False,0.0213,0.828,positive
POST_019443,user_00910,image,1510,2,#food|#photography,53,9,1,2025-04-19 11:59:03,11,Saturday,2702,False,0.0233,0.591,neutral
POST_019444,user_01445,video,520,1,#photography,0,0,0,2025-04-13 11:59:03,11,Sunday,2,False,0.0,0.775,positive
POST_019445,user_04126,image,170,1,#sports,4,0,0,2025-04-05 11:59:03,11,Saturday,249,False,0.0161,0.901,positive
POST_019446,user_04313,image,810,0,,11,0,1,2025-07-10 11:59:03,11,Thursday,316,False,0.038,0.751,positive
POST_019447,user_04957,image,220,1,#fun,0,0,0,2025-06-17 11:59:03,11,Tuesday,12,False,0.0,0.792,positive
POST_019448,user_04896,image,350,1,#sports,2,0,0,2025-07-11 11:59:03,11,Friday,28,False,0.0714,0.674,positive
POST_019449,user_03660,image,30,1,#fashion,0,0,0,2025-06-01 11:59:03,11,Sunday,25,False,0.0,0.683,positive
POST_019450,user_00640,text,260,1,#photography,1,0,0,2025-09-22 11:59:03,11,Monday,93,False,0.0108,0.877,positive
POST_019451,user_00285,text,440,2,#travel|#sports,2,0,0,2025-09-27 11:59:03,11,Saturday,247,False,0.0081,0.705,positive
POST_019452,user_03991,video,860,3,#fashion|#food|#news,0,0,0,2025-05-30 11:59:03,11,Friday,7,False,0.0,0.899,positive
POST_019453,user_01647,image,450,2,#gaming|#sports,6,0,0,2025-07-26 11:59:03,11,Saturday,238,True,0.0252,0.695,positive
POST_019454,user_02340,link,950,1,#nature,0,0,0,2025-04-27 11:59:03,11,Sunday,72,True,0.0,0.689,positive
POST_019455,user_03817,text,490,1,#sports,16,8,0,2025-04-03 11:59:03,11,Thursday,1094,False,0.0219,0.853,positive
POST_019456,user_01494,image,150,1,#travel,5,0,0,2025-06-08 11:59:03,11,Sunday,89,False,0.0562,0.438,neutral
POST_019457,user_00197,text,40,3,#music|#fun|#tech,1,0,0,2025-04-14 11:59:03,11,Monday,250,False,0.004,0.681,positive
POST_019458,user_03602,text,630,1,#music,9,2,0,2025-09-01 11:59:03,11,Monday,677,False,0.0162,0.718,positive
POST_019459,user_02249,text,1410,0,,1,0,0,2025-06-03 11:59:03,11,Tuesday,237,False,0.0042,0.731,positive
POST_019460,user_04942,link,410,3,#news|#photography|#fashion,0,0,0,2025-04-08 11:59:03,11,Tuesday,134,True,0.0,0.429,neutral
POST_019461,user_01416,text,1230,1,#art,5,2,0,2025-05-10 11:59:03,11,Saturday,475,False,0.0147,0.7,positive
POST_019462,user_03139,text,470,2,#nature|#sports,2,0,0,2025-05-15 11:59:03,11,Thursday,202,False,0.0099,0.949,positive
POST_019463,user_03892,text,590,0,,0,0,0,2025-04-12 11:59:03,11,Saturday,141,False,0.0,0.79,positive
POST_019464,user_04481,text,40,1,#fashion,0,0,0,2025-09-22 11:59:03,11,Monday,33,False,0.0,0.816,positive
POST_019465,user_00991,image,20,1,#fun,3,1,0,2025-05-04 11:59:03,11,Sunday,174,False,0.023,0.47,neutral
POST_019466,user_02902,video,80,2,#news|#fitness,25,3,0,2025-08-24 11:59:03,11,Sunday,674,False,0.0415,0.832,positive
POST_019467,user_04672,link,290,3,#travel|#food|#life,1,0,0,2025-07-01 11:59:03,11,Tuesday,42,False,0.0238,0.684,positive
POST_019468,user_01090,image,1520,1,#food,4,0,0,2025-09-25 11:59:03,11,Thursday,94,False,0.0426,0.862,positive
POST_019469,user_01725,video,280,0,,7,0,0,2025-07-28 11:59:03,11,Monday,233,False,0.03,0.688,positive
POST_019470,user_03898,text,390,0,,1,0,0,2025-09-01 11:59:03,11,Monday,194,False,0.0052,0.666,positive
POST_019471,user_01680,video,40,2,#work|#music,5,1,0,2025-07-13 11:59:03,11,Sunday,95,False,0.0632,0.921,positive
POST_019472,user_03621,text,790,2,#fun|#fitness,6,0,0,2025-05-21 11:59:03,11,Wednesday,1004,False,0.006,0.745,positive
POST_019473,user_01745,image,1420,1,#art,2,0,0,2025-05-14 11:59:03,11,Wednesday,43,False,0.0465,0.748,positive
POST_019474,user_03103,text,140,1,#news,1,0,0,2025-05-23 11:59:03,11,Friday,10,False,0.1,0.906,positive
POST_019475,user_01917,image,170,2,#food|#fitness,239,13,3,2025-04-18 11:59:03,11,Friday,10023,False,0.0254,0.705,positive
POST_019476,user_00714,text,390,1,#food,1,0,0,2025-05-29 11:59:03,11,Thursday,62,False,0.0161,0.828,positive
POST_019477,user_00839,video,50,2,#fashion|#life,8,0,0,2025-07-08 11:59:03,11,Tuesday,239,True,0.0335,0.69,positive
POST_019478,user_01716,text,260,0,,31,0,1,2025-04-06 11:59:03,11,Sunday,2880,False,0.0111,0.67,positive
POST_019479,user_00759,text,780,3,#nature|#gaming|#music,0,0,0,2025-06-30 11:59:03,11,Monday,4,True,0.0,0.599,neutral
POST_019480,user_02204,video,180,1,#food,13,1,0,2025-06-20 11:59:03,11,Friday,272,False,0.0515,0.818,positive
POST_019481,user_04625,link,540,2,#sports|#nature,0,0,0,2025-04-30 11:59:03,11,Wednesday,32,False,0.0,0.57,neutral
POST_019482,user_00688,video,110,0,,9,1,0,2025-09-22 11:59:03,11,Monday,316,False,0.0316,0.95,positive
POST_019483,user_03456,video,70,2,#fashion|#work,3,1,0,2025-04-14 11:59:03,11,Monday,153,False,0.0261,0.969,positive
POST_019484,user_03419,image,440,3,#nature|#fitness|#sports,7,1,0,2025-07-19 11:59:03,11,Saturday,252,False,0.0317,0.359,negative
POST_019485,user_02563,text,730,3,#work|#news|#fashion,10,1,0,2025-05-10 11:59:03,11,Saturday,1170,False,0.0094,0.947,positive
POST_019486,user_03742,image,400,2,#fun|#work,1,0,0,2025-06-28 11:59:03,11,Saturday,19,False,0.0526,0.557,neutral
POST_019487,user_00475,image,620,0,,27,4,0,2025-07-04 11:59:03,11,Friday,1176,False,0.0264,0.735,positive
POST_019488,user_00645,text,1670,3,#life|#fitness|#music,0,0,0,2025-07-17 11:59:03,11,Thursday,5,False,0.0,0.609,positive
POST_019489,user_03866,link,100,0,,1,0,0,2025-07-25 11:59:03,11,Friday,22,False,0.0455,0.86,positive
POST_019490,user_02124,image,530,3,#tech|#music|#food,10,1,0,2025-05-23 11:59:03,11,Friday,392,False,0.0281,0.773,positive
POST_019491,user_02218,text,40,1,#music,0,0,0,2025-07-18 11:59:03,11,Friday,53,False,0.0,0.542,neutral
POST_019492,user_03182,video,160,0,,0,0,0,2025-08-21 11:59:03,11,Thursday,2,False,0.0,0.737,positive
POST_019493,user_00110,text,50,1,#fun,0,0,0,2025-07-29 11:59:03,11,Tuesday,12,False,0.0,0.678,positive
POST_019494,user_04136,link,1000,1,#news,1,0,0,2025-07-11 11:59:03,11,Friday,29,False,0.0345,0.641,positive
POST_019495,user_01329,video,340,4,#food|#sports|#music|#art,1087,134,54,2025-08-20 11:59:03,11,Wednesday,27526,False,0.0463,0.915,positive
POST_019496,user_00952,image,400,0,,2,0,0,2025-06-13 11:59:03,11,Friday,41,False,0.0488,0.895,positive
POST_019497,user_03456,link,350,1,#photography,0,0,0,2025-06-04 11:59:03,11,Wednesday,153,False,0.0,0.707,positive
POST_019498,user_00716,video,540,3,#fitness|#nature|#fun,17,3,0,2025-09-17 11:59:03,11,Wednesday,356,True,0.0562,0.636,positive
POST_019499,user_02946,image,230,4,#fun|#fitness|#tech|#news,1,0,0,2025-08-20 11:59:03,11,Wednesday,40,False,0.025,0.642,positive
POST_019500,user_01563,image,370,4,#travel|#work|#music|#sports,2,0,0,2025-09-19 11:59:03,11,Friday,80,False,0.025,0.521,neutral
POST_019501,user_03218,text,1430,1,#fashion,1,0,0,2025-09-14 11:59:03,11,Sunday,58,False,0.0172,0.626,positive
POST_019502,user_02769,text,650,4,#sports|#food|#fashion|#life,5,3,0,2025-09-22 11:59:03,11,Monday,157,False,0.051,0.896,positive
POST_019503,user_02745,image,30,0,,6,2,0,2025-08-27 11:59:03,11,Wednesday,120,False,0.0667,0.779,positive
POST_019504,user_03559,text,200,0,,0,0,0,2025-05-31 11:59:03,11,Saturday,37,False,0.0,0.514,neutral
POST_019505,user_00854,text,950,1,#fitness,0,0,0,2025-06-17 11:59:03,11,Tuesday,11,False,0.0,0.511,neutral
POST_019506,user_03204,image,740,1,#travel,0,0,0,2025-08-30 11:59:03,11,Saturday,12,False,0.0,0.533,neutral
POST_019507,user_01626,text,240,1,#life,2,0,0,2025-09-11 11:59:03,11,Thursday,411,False,0.0049,0.85,positive
POST_019508,user_04726,text,300,1,#work,0,0,0,2025-06-28 11:59:03,11,Saturday,116,False,0.0,0.815,positive
POST_019509,user_02225,image,130,3,#tech|#fashion|#music,1,0,0,2025-07-26 11:59:03,11,Saturday,24,False,0.0417,0.754,positive
POST_019510,user_00516,link,360,2,#travel|#art,1,0,0,2025-07-16 11:59:03,11,Wednesday,59,False,0.0169,0.702,positive
POST_019511,user_00304,image,420,0,,1,0,0,2025-05-05 11:59:03,11,Monday,130,False,0.0077,0.843,positive
POST_019512,user_03970,image,10,2,#music|#nature,578,108,2,2025-07-26 11:59:03,11,Saturday,23819,False,0.0289,0.663,positive
POST_019513,user_02767,video,400,2,#news|#fitness,8,1,0,2025-09-24 11:59:03,11,Wednesday,261,False,0.0345,0.958,positive
POST_019514,user_04578,text,340,2,#art|#travel,0,0,0,2025-06-28 11:59:03,11,Saturday,16,False,0.0,0.933,positive
POST_019515,user_02780,image,20,1,#life,1,0,0,2025-05-31 11:59:03,11,Saturday,105,False,0.0095,0.626,positive
POST_019516,user_00602,text,510,3,#music|#fashion|#travel,1,0,0,2025-07-11 11:59:03,11,Friday,121,False,0.0083,0.801,positive
POST_019517,user_00507,image,200,1,#sports,2,0,0,2025-06-25 11:59:03,11,Wednesday,100,False,0.02,0.726,positive
POST_019518,user_02817,video,350,0,,4,0,0,2025-04-19 11:59:03,11,Saturday,143,False,0.028,0.924,positive
POST_019519,user_01672,link,370,1,#fitness,0,0,0,2025-08-17 11:59:03,11,Sunday,15,False,0.0,0.68,positive
POST_019520,user_03249,text,530,0,,0,0,0,2025-05-22 11:59:03,11,Thursday,29,False,0.0,0.587,neutral
POST_019521,user_04553,video,1100,2,#art|#music,0,0,0,2025-07-10 11:59:03,11,Thursday,33,True,0.0,0.863,positive
POST_019522,user_00900,text,520,0,,6,1,0,2025-07-27 11:59:03,11,Sunday,431,False,0.0162,0.882,positive
POST_019523,user_01493,text,220,1,#work,1,0,0,2025-07-24 11:59:03,11,Thursday,13,False,0.0769,0.83,positive
POST_019524,user_04378,video,360,2,#sports|#fashion,38,7,0,2025-07-25 11:59:03,11,Friday,1060,False,0.0425,0.718,positive
POST_019525,user_03891,text,790,0,,0,0,0,2025-05-10 11:59:03,11,Saturday,3,False,0.0,0.739,positive
POST_019526,user_04146,image,750,2,#work|#life,8,0,0,2025-05-31 11:59:03,11,Saturday,173,False,0.0462,0.955,positive
POST_019527,user_03387,text,120,2,#fitness|#work,101,11,1,2025-06-08 11:59:03,11,Sunday,9640,False,0.0117,0.827,positive
POST_019528,user_00579,video,1080,0,,1,0,0,2025-06-24 11:59:03,11,Tuesday,61,False,0.0164,0.811,positive
POST_019529,user_04131,image,110,1,#gaming,15,3,0,2025-05-21 11:59:03,11,Wednesday,728,False,0.0247,0.888,positive
POST_019530,user_04425,video,720,1,#work,1,0,0,2025-09-02 11:59:03,11,Tuesday,47,False,0.0213,0.954,positive
POST_019531,user_02263,image,840,2,#music|#fashion,1,0,0,2025-07-17 11:59:03,11,Thursday,34,False,0.0294,0.672,positive
POST_019532,user_04445,image,520,2,#sports|#life,2,0,0,2025-05-08 11:59:03,11,Thursday,136,False,0.0147,0.861,positive
POST_019533,user_00527,video,310,3,#fun|#food|#travel,17,0,1,2025-04-25 11:59:03,11,Friday,301,False,0.0598,0.563,neutral
POST_019534,user_03211,text,70,2,#music|#fun,0,0,0,2025-05-22 11:59:03,11,Thursday,48,False,0.0,0.823,positive
POST_019535,user_03259,text,100,0,,5,1,0,2025-06-09 11:59:03,11,Monday,684,False,0.0088,0.792,positive
POST_019536,user_02525,image,100,0,,1,0,0,2025-05-18 11:59:03,11,Sunday,32,False,0.0312,0.683,positive
POST_019537,user_01823,link,110,0,,0,0,0,2025-08-15 11:59:03,11,Friday,25,False,0.0,0.612,positive
POST_019538,user_04684,image,40,0,,1,0,0,2025-04-19 11:59:03,11,Saturday,8,False,0.125,0.773,positive
POST_019539,user_02250,video,260,1,#tech,8,2,0,2025-05-13 11:59:03,11,Tuesday,303,False,0.033,0.802,positive
POST_019540,user_04307,video,590,2,#travel|#music,0,0,0,2025-05-22 11:59:03,11,Thursday,1,False,0.0,0.608,positive
POST_019541,user_00141,video,220,2,#life|#photography,8,0,0,2025-06-19 11:59:03,11,Thursday,213,False,0.0376,0.552,neutral
POST_019542,user_01462,image,530,1,#work,0,0,0,2025-04-24 11:59:03,11,Thursday,15,False,0.0,0.683,positive
POST_019543,user_01801,image,1160,2,#tech|#sports,5,2,0,2025-08-14 11:59:03,11,Thursday,206,False,0.034,0.828,positive
POST_019544,user_04003,image,770,4,#life|#art|#photography|#fashion,6,0,0,2025-07-30 11:59:03,11,Wednesday,138,False,0.0435,0.628,positive
POST_019545,user_02918,text,170,2,#fashion|#nature,0,0,0,2025-07-11 11:59:03,11,Friday,52,True,0.0,0.869,positive
POST_019546,user_00229,text,130,0,,3,1,0,2025-06-17 11:59:03,11,Tuesday,631,False,0.0063,0.764,positive
POST_019547,user_01055,text,780,2,#travel|#music,2,0,0,2025-07-09 11:59:03,11,Wednesday,139,False,0.0144,0.924,positive
POST_019548,user_00713,image,1360,0,,2,0,0,2025-07-23 11:59:03,11,Wednesday,153,False,0.0131,0.96,positive
